X	col0_fb1	col0_fb2	col0_leaf1	col0_leaf2	d234_fb1	d234_fb2
AT5G26830	14.11	24.55	14.2	12.24	28.72	32.83
AT5G26840	0	0	0	0	0	0
AT5G26850	19.82	31.81	3.65	2.16	37.38	36.81
AT5G26860	4.64	8.15	3.15	5.93	6.39	8.03
AT5G26865	0.49	1.52	0.44	1.84	0.68	0.36
AT5G26880	34.98	49.71	45.65	39.31	55.4	57.04
AT5G26890	0	0	0	0	0	0
AT5G26900	0.1	0.3	0	0	0.31	0.26
AT5G26910	3.59	4.45	3.58	2.5	4.7	4.95
AT5G26920	0.16	0.48	7.49	19.01	1.14	0.15
AT5G26930	0	0	0	0	0	0.14
AT5G26940	10.79	15.12	7.63	5.59	18.24	23.26
AT5G26950	0	0	0	0	0	0
AT5G26955	0.58	0	0	0	0	0
AT5G26960	5.83	9.96	10.57	4.15	10.36	10.89
AT5G26970	0	0.26	0.29	0	0	0
AT5G26980	5.68	6.86	2.68	4.21	7.93	8
AT5G26990	6.68	10.75	6.91	4.87	11.36	12.24
AT5G27000	2.71	2.43	0.23	0.14	1.66	2.2
AT5G27010	0.09	0.1	0	0	0	0.03
AT5G27020	0.78	0.79	0	0.39	1.03	0.71
AT5G27030	4.03	6.57	1.79	2.21	6.99	6.53
AT5G27035	0	0	0	0	0	0
AT5G27037	0.07	0.92	0	0	0.11	0.4
AT5G27043	0	0	0	0	0	0
AT5G27050	0	0	0	0	0	0
AT5G27060	0.08	0	0.05	0	0.07	0
AT5G27065	0	0	0	0	0	0
AT5G27070	0	0	0	0	0.25	0
AT5G27080	0	0	0	0	0	0
AT5G27090	0	0.16	0	0	0.11	0
AT5G27093	1.21	2.15	1.08	0	0.83	1.26
AT5G27095	0	0	0	0	0	0
AT5G27100	0.41	0.48	0.99	0.22	0.61	0.71
AT5G27110	0.53	0.68	0.74	1.01	0.82	1.12
AT5G27120	25.66	47.89	6.71	24.44	49.54	43.27
AT5G27130	0	0	0	0	0.11	0
AT5G27140	0	0	0	0	0	0.06
AT5G27150	9.86	12.7	16.03	13.87	11.1	13.78
AT5G27160	0	0	0	0	0	0
AT5G27170	0	0	0	0	0	0
AT5G27180	0	0.13	0	0	0	0
AT5G27190	0	0	0	0	0.05	0
AT5G27200	0.9	1.87	0	0.33	1.49	1.04
AT5G27210	4.96	6.58	2.73	1.49	8.22	7.77
AT5G27220	1.55	2.75	0.12	0.33	2.8	3.47
AT5G27230	0.22	0.43	0.19	0.25	0.43	0.33
AT5G27238	0	0	0	0	0	0
AT5G27240	1.11	1.69	0.98	0.16	1.76	1.85
AT5G27247	0	0	2.13	0	0	0
AT5G27250	0.63	0.39	0.7	0.81	0.71	0.23
AT5G27260	0	0	0	0	0	0
AT5G27270	1.58	2.1	2.79	2.33	3.09	2.99
AT5G27280	23.24	30.23	125.34	66.87	41.56	63.71
AT5G27290	9	12.97	33.16	19.66	13.83	14.33
AT5G27300	1.3	3.57	2.84	1	3.74	3.82
AT5G27310	0	0	0	0	0	0
AT5G27320	4.49	5.16	11.78	6.87	6.95	7.16
AT5G27330	5.79	8.93	1.86	1.84	7.22	9.13
AT5G27340	0	0	0	0	0	0
AT5G27345	0.05	0.11	0	0	0.04	0.03
AT5G27350	3.17	3.41	31.29	28.77	3.75	6.2
AT5G27360	5.26	8.08	3.37	2.61	10.14	11.25
AT5G27370	0	0	0	0	0	0.17
AT5G27380	17.19	25.64	40.66	28.11	32.34	38.37
AT5G27390	25.59	33.4	37.51	30.16	40.32	43.9
AT5G27395	7.6	11.97	3.09	7.3	15.61	13.24
AT5G27400	5.82	13.43	7.02	5.48	15.8	19.19
AT5G27410	2.77	3.84	3.65	3.09	3.17	5.28
AT5G27420	0.35	0.52	8.77	7.79	0.99	0.91
AT5G27430	15.31	23.27	8.26	12.13	34.83	40.17
AT5G27440	0	0	0	0	0	0
AT5G27450	8.55	13.77	3.76	2.7	19.79	23.79
AT5G27460	4.33	4.63	5.01	3.95	5.81	6.35
AT5G27470	27.07	45.16	26.82	29.18	49.71	54.59
AT5G27480	0	0	0	0	0	0
AT5G27490	5.24	6.88	2.44	3.68	10.71	10.78
AT5G27493	0.55	0.49	0	0	0	0
AT5G27495	0	0	0	0	1.83	0.39
AT5G27500	0	0	0	0	0	0
AT5G27505	0	0	0	0	0	0
AT5G27510	0	0.15	0	0	0	0.1
AT5G27520	11.89	22.73	13.59	18.97	28.19	37.51
AT5G27530	0	0	0	0	0.08	0.12
AT5G27540	9.99	15.05	9.76	8.79	17.12	18.75
AT5G27550	2.54	4.44	0.54	0.19	4.56	4.95
AT5G27560	13.92	17.11	38.41	23.72	22.31	23.96
AT5G27570	0	0	0	0	0.15	0
AT5G27580	0.17	0.35	0	0	0.41	0.69
AT5G27590	0	0	0	0	0	0
AT5G27600	3.7	4.6	3.5	3.51	5.47	8.32
AT5G27603	0	0	0	0	0	0
AT5G27606	0	0	0	0	0	0
AT5G27607	0	0	0	0	0	0
AT5G27610	1.04	1.03	0.44	0.38	0.92	1.35
AT5G27620	2.81	6.21	2.26	1.82	5.87	6.41
AT5G27630	1.33	1.27	0	0	1.98	2.22
AT5G27640	16.81	29.39	19.34	19.88	29.54	32.61
AT5G27650	4.89	7.1	5.85	5.12	6.93	8.03
AT5G27660	6.9	17.55	3.72	5	31.18	26.34
AT5G27670	49.35	84.63	19.69	30.28	109.33	114.29
AT5G27680	0.9	1.75	0.34	0.29	1.69	1.36
AT5G27690	1.32	1.66	2.29	1.85	1.66	1.85
AT5G27700	253.41	395.8	88.91	145.2	546.38	527.19
AT5G27705	0	0	0	0	0	0
AT5G27710	8.28	11.58	6.51	4.23	12.23	16.84
AT5G27715	0	0	0	0	0	0
AT5G27720	20.05	32.98	28.77	26.67	47.94	50.62
AT5G27730	26.24	36.78	53.14	27.26	64.56	63.19
AT5G27740	8.83	15.47	5.66	5.44	17.6	17.57
AT5G27750	3.6	3.96	2.04	1.13	4.38	5.11
AT5G27760	27.48	51.85	19.11	34.66	65.18	70.56
AT5G27765	0	0	0	0	1.01	0
AT5G27770	218.29	327.02	83.3	183.1	447.17	480.77
AT5G27771	0	0	0	0.58	0	0.33
AT5G27780	0.23	0.49	0	0	0	0.17
AT5G27790	0	0	0	0	0	0
AT5G27800	0	0	0	0	0	0
AT5G27807	0	0	0	0	0	0
AT5G27810	0.18	0	0	0	0.56	0
AT5G27820	20.46	36	10.97	19.45	51.27	52.97
AT5G27830	7.88	11.04	11.06	15.72	16.33	17.1
AT5G27840	9.09	14.55	15.14	14.6	17.18	20.59
AT5G27845	0	0	0	0	0.37	1.19
AT5G27850	266.12	539.11	107.99	224.73	808.12	845.36
AT5G27860	14.78	29.67	27.04	22.98	35.88	38.78
AT5G27870	12.71	11.85	0.06	0.06	3.03	4.06
AT5G27880	0	0	0	0	0	0
AT5G27882	0	0	0	0	0	0
AT5G27885	0	0	0	0	0	0
AT5G27889	0	1.89	0	0	0	0
AT5G27890	1.26	3.06	0.2	0	4.13	2.94
AT5G27893	0.2	0.21	0	0	0.73	0.41
AT5G27895	0.03	0.1	0.04	0	0.32	0.15
AT5G27900	0	0	0	0	0	0
AT5G27902	0	0	0	0	0	0
AT5G27905	0	0	0	0	0	0
AT5G27910	0	0.36	0	0	0.71	0.12
AT5G27920	3.5	6.55	2.9	2.77	7.75	8.69
AT5G27925	0	0	0	0	0	0.02
AT5G27927	0	0	0	0	0	0
AT5G27930	12.69	16.94	13.87	15.46	21.33	21.03
AT5G27940	0.52	1.6	0	0	1.25	3.02
AT5G27944	0	0	0	0	0	0
AT5G27945	0	0	0	0	0	0
AT5G27947	0	0	0	0	0	0
AT5G27950	3.44	6.15	9.92	9.08	6.86	8.32
AT5G27960	0	0	0	0	0	0
AT5G27965	0	0	0	0	0	0
AT5G27970	3.17	3.96	2.61	2.61	4.23	4.92
AT5G27980	17.14	17.48	0	0	6.59	9.75
AT5G27990	15.04	31.26	11.71	15.9	40.3	40.37
AT5G28000	0	0.21	0	0	0.16	0.13
AT5G28010	0.33	1.02	2.18	0.84	1.63	2.43
AT5G28020	8.65	10.56	83.4	43.21	14.03	15.18
AT5G28030	3.34	3.35	12.62	24.21	8.8	11.03
AT5G28040	8.8	11.2	7.83	6.05	12.67	16.32
AT5G28050	42.71	59.23	46.77	48.58	96.25	115.26
AT5G28053	0	0	0	0	0	0
AT5G28056	0	0	0	0	0	0
AT5G28060	221.76	358.96	73.73	177.93	472.92	491.37
AT5G28065	0	0	0	0	0	0
AT5G28067	0	0	0	0	0	0
AT5G28073	0	0	0	0	0	0
AT5G28076	0	0	0	0	0	0
AT5G28080	0.32	0.23	0	0.08	0.21	0.27
AT5G28085	0.03	0	0	0	0	0
AT5G28090	0	0	0	0	0	0
AT5G28100	0	0	0.04	0	0.03	0
AT5G28110	0	0	0	0	0	0
AT5G28120	0	0	0.18	0	0	0.06
AT5G28130	0	0	0	0	0	0
AT5G28140	0	0	0	0	0	0
AT5G28141	0.09	0.27	0	0	0	0.06
AT5G28143	0	0	0	0	0	0
AT5G28145	0.2	0.19	0.1	0.03	0.25	0.16
AT5G28150	4.99	6.87	4.67	4.33	6.46	8.83
AT5G28160	0	0	0	0	0	0.09
AT5G28165	0	0	0	0	0	0.01
AT5G28170	0.24	0	0	0	0.17	0
AT5G28173	0	0	0	0	0	0
AT5G28176	0	0	0	0	0.24	0
AT5G28180	0	0	0	0	0	0
AT5G28190	0	0	0	0	0	0
AT5G28200	0	0	0	0	0	0.03
AT5G28210	0.13	0	0	0	0.22	0
AT5G28220	3.78	6.95	4.05	4.42	11.67	10.34
AT5G28225	0	0	0	0	0	0
AT5G28230	0.12	0	0.15	0	0	0
AT5G28232	0.09	0	0	0	0	0.03
AT5G28235	0	0	0	0	0.06	0
AT5G28237	7.68	14.29	0.19	1.81	8.69	22.05
AT5G28240	0	0	0	0	0	0
AT5G28250	0	0	0	0	0	0
AT5G28253	0	0	0	0	0	0
AT5G28260	0	0	0	0	0	0
AT5G28262	1.18	1.63	1.12	0.51	3.51	3.01
AT5G28263	0.03	0.05	0.07	0.03	0.08	0.09
AT5G28266	0	0	0	0	0	0
AT5G28270	0	0	0	0	0	0
AT5G28280	0.37	0.76	1.1	0.7	1.33	1.36
AT5G28285	0	0.03	0	0.04	0	0
AT5G28287	0	0	0	0	0	0
AT5G28288	0	0	0	0	0	0.54
AT5G28290	4.48	5.61	2.49	1.7	7.61	5.98
AT5G28295	0	0	0	0	0	0
AT5G28300	5.6	10.2	5.65	5.54	12.59	14.69
AT5G28310	0	0	0	0	0	0
AT5G28320	0.49	0.56	0.36	0	0.67	0.43
AT5G28330	2.24	3.74	2.34	2.11	3.71	3.54
AT5G28335	0	0.05	0	0.32	0.02	0
AT5G28340	0.39	0.31	0.67	0.13	0.56	0.13
AT5G28345	0.24	0	0.28	0	0	0
AT5G28350	3.14	4.26	3.75	3.62	3.75	5.09
AT5G28360	0.74	0.81	0.38	0	1.65	1.91
AT5G28370	0	0	0	0	0	0.38
AT5G28380	0	0	0	0.14	0.18	0.22
AT5G28390	3.23	2.6	1.44	1.58	2.09	1.06
AT5G28400	0.83	1.1	1.32	0.7	0.81	1.47
AT5G28405	0	0	0	0.04	0.02	0
AT5G28410	0	0	0.34	0	0	0
AT5G28415	0.27	0.46	0.03	0.07	0.69	0.44
AT5G28420	0	0.49	0	0.2	0.26	0
AT5G28430	0.17	0.48	0	0	0.45	0.42
AT5G28440	0	0.93	0	0.37	0.24	0.21
AT5G28442	1.79	4.44	1.28	0.55	6.42	5.14
AT5G28450	1.05	0.53	3.93	1.95	0.62	0.78
AT5G28460	3.87	6.55	3.32	2.64	6.02	7.29
AT5G28462	0	0	0	0	0	0
AT5G28463	0	0	0	0	0	0
AT5G28464	0	0	0	0	0	0
AT5G28466	0	0	0	0	0	0
AT5G28468	0	0	0	0	0	0
AT5G28469	0	0	0	0	0	0
AT5G28470	2.32	5.02	0	0	5.43	8.01
AT5G28480	0	0	0	0	0.16	0
AT5G28482	0	0	0.08	0	0	0
AT5G28484	0	0	0	0	0	0
AT5G28487	0	0	0	0	0.05	0
AT5G28490	2.77	3	2.32	2.46	4.76	5.22
AT5G28491	0	0	0	0	0	0
AT5G28495	0	0	0	0	0	0
AT5G28497	0	0	0	0	0	0
AT5G28500	32.73	41.35	73.11	55.41	45.76	51.11
AT5G28510	0	0.07	0	0	0	0
AT5G28515	0	0	0	0	0	0
AT5G28520	0	0	0	0	0	0
AT5G28523	0	0	0.03	0	0	0
AT5G28524	0	0	0	0	0	0
AT5G28525	0	0	0	0	0	0
AT5G28526	0	0	0	0	0	0
AT5G28527	0	0	0	0	0	0
AT5G28530	1.75	2.06	1.59	1.25	2.67	2.95
AT5G28535	0	0	0	0	0	0
AT5G28540	42.8	63.83	14.73	37.92	58.66	84.67
AT5G28545	0.02	0	0	0	0	0
AT5G28550	0	0	0	0	0	0
AT5G28560	0	0	0	0	0	0
AT5G28570	0	0	0	0	0	0
AT5G28580	0	0	0	0	0	0
AT5G28590	0	0	0	0	0	0
AT5G28593	0	0	0	0	0	0
AT5G28596	0	0.05	0	0	0	0
AT5G28600	0	0	0	0	0	0
AT5G28605	0	0	0	0	0	0
AT5G28610	0	0	0.62	0.44	0	0
AT5G28615	0	0	0	0	0	0
AT5G28620	0	0	0	0	0	0
AT5G28622	1.05	2	1.35	1.04	3.36	2.53
AT5G28623	0	0	0	0	0	0
AT5G28624	0	0.02	0	0	0	0
AT5G28625	0	0	0	0	0	0
AT5G28626	2.41	3.53	1.64	1.16	3.84	3.72
AT5G28627	0	0.11	0	0	0	0
AT5G28630	0	0.92	21.59	7.93	1.15	0.36
AT5G28635	0.02	0.12	0	0.06	0.13	0.09
AT5G28637	0	0	0	0	0.1	0
AT5G28640	30.81	69.63	1.13	0.93	115.28	90.73
AT5G28641	0	0.03	0	0	0.08	0.12
AT5G28643	0	0	0	0	0	0
AT5G28644	0	0	0	0	0	0
AT5G28646	0.95	3.27	0.42	0.6	1.22	1.46
AT5G28650	0.44	1.1	0.22	0	1.94	1.66
AT5G28655	0	0	0	0	0	0
AT5G28660	0	0	0	0	0	0
AT5G28662	0	0	0	0	0	0
AT5G28664	0	0	0	0	0	0
AT5G28667	0	0	0	0	0	0
AT5G28670	0	0	0	0	0	0
AT5G28671	0	0	0	0	0	0
AT5G28672	0	0.09	0	0	0	0
AT5G28673	0	0	0.07	0	0	0
AT5G28675	0.06	0.03	0	0	0.02	0
AT5G28680	4.01	6.13	0.1	0.18	1.39	2.15
AT5G28690	12.96	26.55	0.4	0.22	6.05	6.73
AT5G28692	0	0	0	0	0	0
AT5G28696	0	0	0	0	0	0
AT5G28698	0	0	0	0	0	0
AT5G28700	0	0	0	0	0	0
AT5G28710	0	0.15	0	0	0	0
AT5G28712	0	0	0	0	0	0
AT5G28715	0	0	0.05	0	0.04	0.04
AT5G28720	0	0	0	0	0	0
