X	col0_fb1	col0_fb2	col0_leaf1	col0_leaf2	d234_fb1	d234_fb2
AT3G28860	24.6	37.1	20.57	9.07	38.38	41.64
AT3G28865	0	0	0	0	0	0
AT3G28870	0	0	0	0	0	0
AT3G28875	0	0	0	0	0	0
AT3G28880	0.08	0.26	0.29	0.31	0.21	0.05
AT3G28890	0.1	0.11	0.63	0.88	0.08	0.17
AT3G28899	0	0	0	0	0	0
AT3G28900	54.49	110.01	13.75	44.09	168.26	170.56
AT3G28910	9.28	13	13.06	8.15	14.81	19.53
AT3G28915	0.07	0.02	0	0	0.21	0.03
AT3G28917	24.21	68.31	0	0	54.71	67.29
AT3G28918	0	0	0	0	0	0
AT3G28920	15.63	24.58	25.6	12.8	28.37	35.63
AT3G28922	0	0	0	0	0	0
AT3G28923	0.31	0	0	0	0	0
AT3G28925	0	0	0	0	0	0
AT3G28930	5.7	7.11	45.76	65.76	12.44	13.27
AT3G28940	25.83	38.05	141.87	174.8	43.73	48.35
AT3G28945	0.06	0.09	0.19	0.31	0.1	0.2
AT3G28950	4.76	13.79	14.18	21.1	12.09	19.03
AT3G28955	0	0	0	0.2	0	0
AT3G28956	3.69	4.63	2.66	2.19	7.36	9.01
AT3G28958	0	0	0	0	0.23	0.38
AT3G28960	0.41	0.55	0.42	0	1.86	3.15
AT3G28970	7.55	12.92	9.89	8.22	15.1	14.31
AT3G28980	216.09	198.46	0.49	0	99.53	190.3
AT3G28985	0	0	0	0	0	0
AT3G28990	0	0	0	0	0	0
AT3G29000	0	0.16	4.46	8.27	0.37	0.52
AT3G29010	1.7	5.1	1.49	1.89	4.15	4.52
AT3G29020	1.18	2.2	0	0	2.35	2.38
AT3G29030	17.48	20.9	15.86	11.09	16.55	28.36
AT3G29032	0	0	0	0	0.02	0
AT3G29033	0	0	0	0	0	0.2
AT3G29034	0.16	0.48	5.05	8.52	0	0.42
AT3G29035	0.44	1.66	30.16	22.54	0.87	0.66
AT3G29037	0	0	0	0	0	0
AT3G29040	2.3	3.92	0	0	1.27	7.19
AT3G29050	0.31	0	0	0	0	0.85
AT3G29060	1.93	1.38	0	0	0.52	1.29
AT3G29070	1.75	1.25	0	0	1.26	2.22
AT3G29075	22.32	33.15	20.14	25.02	43.51	48.54
AT3G29076	0.02	0	0	0	0	0.03
AT3G29077	0	0	0	0	0	0
AT3G29078	0.03	0	0	0	0.03	0
AT3G29080	0	0	0	0	0	0
AT3G29090	10.95	13.03	10.1	11.9	17.77	18.67
AT3G29095	2.62	5.14	0	2.25	2.46	1.8
AT3G29100	3.78	4.86	2.01	1.99	6.74	8.37
AT3G29105	0	0	0	0	0	0
AT3G29110	0	0	0	0	0.89	0.65
AT3G29120	5.13	5.83	6.03	7.15	7.97	6.76
AT3G29130	12.98	18.36	5.86	6.34	20.68	27.21
AT3G29140	4.59	9.23	2.14	2.26	8.35	9.41
AT3G29150	0	0.16	0	0	0.37	0.62
AT3G29152	0	0.36	0	0	0	0
AT3G29153	0	0	0	0	0	0
AT3G29156	0.15	0.21	0	0	0.19	0.33
AT3G29160	7.48	11.81	9.16	9.79	12.43	15.52
AT3G29170	11.63	18.32	19.12	23.86	26.02	25.31
AT3G29173	1.3	0	0.47	0	0.98	0.83
AT3G29175	0	0	0	0	0	0
AT3G29180	26.41	33.27	10.33	7.34	33.91	31.39
AT3G29185	14.7	20.43	33.66	23.2	26.85	28.97
AT3G29187	0	0	0	0	0	0
AT3G29190	0	0	0	0	0	0
AT3G29200	8.01	11.09	6.69	7.09	14.08	19.89
AT3G29205	0	0	0	0	0	0
AT3G29210	0	0	0	0	0	0
AT3G29220	0	0	0	0	0	0
AT3G29225	0	0	0	0	0	0
AT3G29230	2.39	3.46	3.03	3.83	3.69	4.3
AT3G29240	37.11	46.07	46.31	51.43	86.44	101.7
AT3G29250	0	0	0	0.54	0.07	0.09
AT3G29252	0	0	0	0	0.27	0
AT3G29255	0.06	0.06	0	0	0.05	0.04
AT3G29260	0	0	0	0	0	0
AT3G29265	0	0	0	0	0	0
AT3G29270	11.25	15.02	14.09	11.32	18.41	23.47
AT3G29280	8.48	15.47	3.09	2.84	15.89	16.6
AT3G29290	4.55	5.05	10.29	5.61	6.89	7.97
AT3G29300	0.33	1.85	0	0	0.67	1.02
AT3G29305	0	0	0	0	0	0
AT3G29310	4.82	9.78	3.04	3.67	8.75	10.58
AT3G29320	26.33	36.22	86.06	41.91	40.92	43.54
AT3G29330	4.68	9.03	5.43	8.78	11.88	15.15
AT3G29340	0.06	0	0	0	0	0.08
AT3G29350	14.35	26.82	39.29	36.29	36.78	48.3
AT3G29360	33.81	52.41	25.89	37.06	59.08	61.21
AT3G29365	0	0.33	0	0	0.13	0.11
AT3G29370	55.63	77.78	0.39	0.41	95.33	131.96
AT3G29375	4.02	5.51	2.99	3.42	5.46	4.84
AT3G29380	0.65	0.14	0	0	0.42	0.26
AT3G29385	0	0	0	0	0.17	0
AT3G29390	10.16	14.8	11.71	7.99	15.74	16.7
AT3G29400	2.26	2.65	4.75	7.04	2.23	4.04
AT3G29410	0.06	0.19	0	0	0.1	0.16
AT3G29420	0	0	0	0	0	0
AT3G29430	0	0	0	0	0	0
AT3G29440	0	0	0	0	0	0
AT3G29450	0	0	0	0	0	0
AT3G29455	0	0	0	0	0	0
AT3G29460	0	0	0	0.12	0	0
AT3G29470	0	0	0	0	0	0
AT3G29480	0	0	0	0	0	0
AT3G29510	0	0	0	0	0	0
AT3G29515	0	0	0	0	0	0
AT3G29520	0	0	0	0	0	0
AT3G29525	0	0	0	0	0	0
AT3G29540	0	0	0	0	0	0
AT3G29545	0	0	0	0	0	0
AT3G29550	0	0.1	0	0	0	0
AT3G29560	0	0	0	0	0	0
AT3G29570	0	0	0	0	0	0
AT3G29572	0	0	0	0	0	0
AT3G29575	14.02	19.74	3.44	13.5	18.11	20.12
AT3G29577	0	0	0	0	0	0
AT3G29578	0	0.21	0	0	0.08	0
AT3G29580	0.15	0.75	0	0	0.59	0.68
AT3G29590	0	0.23	0	0	0.29	0.05
AT3G29595	0	0	0	0	0	0
AT3G29600	0	0	0	0	0	0
AT3G29610	0.4	0.39	0	0	0.3	0.77
AT3G29612	0	0	0	0	0	0
AT3G29615	0	0.02	0	0	0.02	0
AT3G29618	0	0	0	0	0	0
AT3G29620	0	0	0	0	0	0
AT3G29630	0	0	0	0	0	0
AT3G29631	6.77	9.56	19.9	35.02	22.19	26.44
AT3G29632	0	0	0	0	0	0
AT3G29633	0.94	0.83	0	0.18	3.02	6.09
AT3G29634	0	0.02	0	0	0	0
AT3G29635	0	0	0	0	0	0
AT3G29636	0	0	0	0	0	0
AT3G29637	0.02	0	0	0.36	0	0
AT3G29638	0	0	0.09	0.19	0	0.1
AT3G29639	1.62	1.93	1.74	2.06	6.92	7.5
AT3G29640	0	0	0	0	0	0.2
AT3G29641	0	0	0	0	0	0
AT3G29642	0	0	0	0	0	0
AT3G29643	0	0	0	0	0	0
AT3G29644	4.04	6.91	3.19	2.24	10.63	10.68
AT3G29645	0	0	0	0	0	0
AT3G29647	0	0	0	0	0	0
AT3G29648	0	0	0	0	0	0
AT3G29650	0	0	0	0	0	0
AT3G29660	0	0	0	0	0	0
AT3G29670	0.45	1.57	13.2	8.83	2.03	2.19
AT3G29680	0.3	0.86	2.6	1.58	1.34	0.91
AT3G29690	0	0	0	0	0.17	0
AT3G29695	0	0	0	0	0	0
AT3G29700	0	0	0	0	0	0
AT3G29710	0.06	0	0	0	0.05	0
AT3G29720	0	0	0	0	0	0
AT3G29725	0	0	0	0.12	0	0
AT3G29727	0	0	0	0	0	0
AT3G29730	0	0	0	0	0	0
AT3G29732	0	0	0	0	0	0
AT3G29734	0	0	0	0	0	0
AT3G29736	0	0	0	0	0	0
AT3G29738	0	0	0	0	0	0
AT3G29739	0	0	0	0	0	0
AT3G29740	0	0	0	0	0	0
AT3G29750	0	0	0	0	0	0
AT3G29755	0	0	0.04	0	0	0
AT3G29760	2.94	5.35	6.5	5.15	5.9	6.89
AT3G29762	0	0	0	0	0	0
AT3G29763	0	0	0	0	0	0
AT3G29764	0	0	0	0	0	0
AT3G29765	0	0	0	0	0	0
AT3G29766	0	0	0	0	0	0
AT3G29767	0.05	0	0	0	0.04	0.03
AT3G29768	0	0	0	0	0	0
AT3G29769	0	0	0	0	0	0
AT3G29770	1.41	1.96	0.63	0.5	2.92	2.34
AT3G29771	0	0	0	0	0	0
AT3G29772	0	0.11	0.13	0	0	0.07
AT3G29773	0	0	0	0	0	0
AT3G29774	0	0	0	0	0	0
AT3G29775	0	0	0	0	0	0
AT3G29776	0.79	1.6	0.64	0.54	1.14	1.46
AT3G29777	0	0	0	0	0	0
AT3G29778	0	0	0	0	0	0
AT3G29779	0	0	0	0	0	0
AT3G29780	0	0	0	0	0	0
AT3G29781	0	0	0	0	0	0
AT3G29782	0	0	0	0	0	0
AT3G29783	0	0	0	0	0	0
AT3G29784	0	0	0	0	0	0
AT3G29785	0	0	0	0	0	0
AT3G29786	0	0	0	0	0.2	0
AT3G29787	0	0	0	0	0	0
AT3G29788	0	0	0	0	0.59	0.25
AT3G29789	0	0	0	0	0	0
AT3G29790	0	0	0	0	0	0
AT3G29791	0	0	0	0	0	0
AT3G29792	0	0	0	0	0	0
AT3G29794	0	0	0	0	0	0
AT3G29796	0	0	0	0	0	0
AT3G29797	0	0.85	0	0	0.44	0
AT3G29798	0	0.44	0	0	0	0.42
AT3G29800	0.29	0	0	0	0.08	0.46
AT3G29805	0	0	0	0	0	0
AT3G29810	1.68	1.46	0.91	0.87	2.52	4.06
AT3G29820	0	0	0	0	0	0
AT3G29830	0	0	0	0	0	0
AT3G29970	0	0	0	0	0	0
AT3G30110	0	0.07	0	0	0.12	0.05
AT3G30120	0.53	0.56	0	0	0.47	0.87
AT3G30122	0.12	0.71	0	0.26	0.58	0.81
AT3G30145	0.05	0.02	0	0	0	0.02
AT3G30147	0	0	0	0	0	0
AT3G30150	0	0	0	0	0	0
AT3G30160	0.65	1	0	0	1.05	0.76
AT3G30165	0	0	0	0	0	0
AT3G30170	0	0	0	0.05	0	0
AT3G30180	1.93	4.21	7.61	6.86	4.62	6.4
AT3G30183	0	0	0	0	0.08	0
AT3G30187	0	0	0	0	0	0
AT3G30190	0	0	0	0	0	0.35
AT3G30200	0.08	0	0	0	0.07	0.06
AT3G30210	0	0	0	0	0	0
AT3G30211	0	0.03	0	0	0	0
AT3G30212	0	0	0	0	0	0
AT3G30213	0.13	0.23	0.05	0	0.04	0
AT3G30214	5.04	10.18	0.2	0.24	5.05	9.08
AT3G30216	0	0	0	0	0	0
AT3G30218	0	0	0	0	0	0
AT3G30219	0	0	0	0	0	0
AT3G30220	0	0	0	0	0	0
AT3G30222	0	0	0	0	0	0
AT3G30230	0	0	0	0	0	0
AT3G30235	0	0.3	0	0	0	0
AT3G30240	0	0	0	0	0	0
AT3G30245	0	0	0	0	0	0
AT3G30247	0	0.55	0	0	0	0.18
AT3G30250	0	0	0	0	0	0
AT3G30260	0	0	0	0	0	0
AT3G30280	0	0	0	0	0	0
AT3G30281	0	0	0	0	0	0
AT3G30290	0	0	0	0	0	0
AT3G30300	8.79	12.28	5.56	4.33	13.88	15.78
AT3G30305	0.55	1.26	0.31	0.72	1.52	1.51
AT3G30310	0	0	0	0	0	0
AT3G30320	0	0	0	0	0	0
AT3G30330	0	0	0	0	0	0
AT3G30335	0	0	0	0	0	0
AT3G30340	0.22	1.42	0	0	1.19	0.55
AT3G30345	0	0	0	0	0	0
AT3G30350	0	0.31	0	0.19	0	0
AT3G30360	0	0	0	0	0	0
AT3G30370	0	0	0	0	0	0
AT3G30380	4.16	4.59	3.62	2.9	7.38	7.49
AT3G30383	0	0.58	0	0	0.84	0.27
AT3G30384	0	0	0	0	0	0
AT3G30385	0.18	0.99	0	0	0.18	0.12
AT3G30386	0	0	0	0	0	0
AT3G30387	0.18	0.99	0	0	0.18	0.12
AT3G30388	0	0	0	0	0	0
AT3G30390	40.33	45.95	97.86	81.92	56.88	68.39
AT3G30393	0	0	0	0	0	0
AT3G30396	0	0	0	0	0	0
AT3G30400	0	0	0	0	0	0
AT3G30405	0	0	0	0	0	0
AT3G30410	0	0	0	0	0	0
AT3G30411	0	0	0	0	0	0
AT3G30413	0	0	0	0	0	0
AT3G30415	0	0	0	0	0	0
AT3G30416	0	0	0	0	0	0
AT3G30418	0	0	0	0	0.02	0
AT3G30420	0	0	0	0	0	0
AT3G30430	0	0	0	0	0	0
AT3G30433	0	0	0	0	0.03	0
AT3G30436	0	0	0.17	0	0.06	0
AT3G30440	0	0	0	0	0	0.05
AT3G30450	0	0	0	0	0	0
AT3G30455	0	0	0	0	0	0
AT3G30460	2.52	2.02	0	1.36	5.86	5.71
AT3G30465	0	0	0.06	0	0	0
AT3G30470	0	0	0	0	0	0
AT3G30480	0	0	0	0	0	0
AT3G30490	0	0	0	0	0	0
AT3G30500	0	0	0	0	0	0
AT3G30505	0	0	0	0	0	0
AT3G30510	0	0	0	0	0	0
AT3G30520	0	0	0	0	0	0
AT3G30525	0	0	0	0	0	0
AT3G30530	0.16	0.33	0	0	0	0.11
AT3G30540	0	0	0	0	0	0
AT3G30550	0	0	0	0	0	0
AT3G30560	0	0	0	0	0	0
AT3G30570	0	0	0	0	0.05	0
AT3G30580	1.22	0.25	0	0	0.38	0.32
AT3G30582	0	0	0	0	0	0
AT3G30585	0	0	0	0	0	0
AT3G30587	0	0	0	0	0	0
AT3G30590	0	0	0	0	0	0
AT3G30600	0	0	0	0	0	0
AT3G30610	0	0	0	0	0	0
AT3G30620	0	0	0	0	0	0
AT3G30630	0	0	0	0	0	0
AT3G30640	0	0	0	0	0	0
AT3G30645	0	0	0	0	0	0
AT3G30650	0	0	0	0	0	0
AT3G30655	0	0	0	0	0	0
AT3G30660	0	0	0	0	0	0
AT3G30663	0	0	0	0	0.02	0
AT3G30665	0	0	0	0	0	0
AT3G30668	0.02	0	0	0	0	0
AT3G30670	0	0	0	0	0	0
AT3G30680	0	0	0	0	0.05	0
AT3G30685	0	0	0	0	0	0
AT3G30690	0	0	0	0	0	0
AT3G30695	0	0	0.03	0	0.03	0.02
AT3G30700	0	0	0	0	0	0
AT3G30703	0	0	0	0	0.06	0
AT3G30705	0	0	0	0	0	0
AT3G30708	0	0	0.04	0	0.02	0
AT3G30709	0	0	0	0	0	0
AT3G30710	0	0	0	0	0	0
AT3G30711	0	0	0	0	0	0
AT3G30712	0	0	0	0	0	0
AT3G30713	0	0	0	0	0	0.02
AT3G30714	0	0	0	0	0	0
AT3G30715	0	0	0	0	0	0
AT3G30716	0	0	0	0	0	0.02
AT3G30717	0	0	0	0	0	0
AT3G30718	0	0	0	0	0.03	0
AT3G30719	0	0	0	0	0	0
AT3G30720	2.61	1.48	2.11	4.93	1.58	4
AT3G30721	0.05	0	0	0	0.04	0.04
AT3G30722	0	0	0	0	0	0
AT3G30724	0	0	0	0	0	0
AT3G30725	0	0	0	0	0	0
AT3G30727	0	0	0	0	0	0
AT3G30730	0	0.29	0	0	0.23	0
AT3G30733	0	0	0	0	0	0
AT3G30737	0.19	0.15	0.08	0.08	0.25	0.29
AT3G30739	0	0	0	0	0	0
AT3G30740	0	0.54	0	0	0	0
AT3G30742	0	0	0	0	0	0
AT3G30743	0	0	0	0	0	0
AT3G30744	0	0	0	0	0	0
AT3G30745	0	0	0	0	0.02	0
AT3G30746	0	0	0	0	0	0
AT3G30747	0	0	0	0	0	0
AT3G30748	0	0	0	0	0	0
AT3G30749	0	0	0	0	0	0.01
AT3G30750	0	0	0	0	0	0
AT3G30751	0	0	0	0	0	0
AT3G30755	0	0	0	0	0	0
AT3G30760	0	0	0	0	0	0
AT3G30763	0	0	0	0	0	0
AT3G30764	0	0	0	0	0	0.04
AT3G30765	0	0	0	0	0	0
AT3G30766	0	0	0	0	0	0
AT3G30767	0	0.1	0	0	0	0.03
AT3G30770	0	0	0	0	0.1	0
AT3G30775	44.77	115.25	2.89	2.82	166.95	151.42
AT3G30780	0	0	0	0	0	0
AT3G30790	0	0	0	0	0	0
AT3G30800	0	0.08	0	0	0.06	0
AT3G30802	0	0	0	0	0	0
AT3G30803	0.13	0.07	0	0	0.05	0.13
AT3G30805	0	0	0	0	0	0
AT3G30810	0	0.05	0.06	0	0	0
AT3G30811	0	0	0	0	0	0.02
AT3G30812	0	0	0	0	0	0
AT3G30813	0	0	0	0	0	0
AT3G30814	0	0	0	0	0	0
AT3G30815	0	0	0	0	0	0
AT3G30816	0	0	0	0	0	0
AT3G30817	0	0	0	0	0	0
AT3G30818	0	0	0	0	0	0
AT3G30819	0	0	0	0	0	0
AT3G30820	0	0	0	0	0	0
AT3G30821	0	0	0	0.04	0.04	0
AT3G30823	0	0	0	0	0	0
AT3G30825	0	0	0	0.05	0	0
AT3G30827	0	0	0	0	0	0
AT3G30830	0	0	0	0	0	0
AT3G30831	0	0	0	0	0	0
AT3G30832	0	0	0	0	0	0
AT3G30833	0	0	0	0	0	0
AT3G30834	0	0	0	0	0	0
AT3G30835	0.17	0	0	0	0	0
AT3G30836	0	0	0	0	0.03	0
AT3G30837	0	0	0	0	0	0
AT3G30838	0	0	0	0	0.03	0
AT3G30839	0	0	0	0	0	0
AT3G30840	0	0	0	0	0	0
AT3G30841	1.34	3.51	1.56	1.42	2.61	3.16
AT3G30842	0	0	0.03	0	0.02	0
AT3G30843	0	0	0	0	0	0
AT3G30844	0	0	0	0	0	0
AT3G30845	0	0	0	0	0	0
AT3G30846	0.03	0	0	0	0.05	0.03
AT3G30847	0	0	0	0	0	0
AT3G30848	0	0	0	0	0	0
AT3G30852	0	0	0	0	0	0
AT3G30859	0	0	0	0	0	0
AT3G30867	0	0	0	0	0	0.09
AT3G30875	0	0	0	0	0	0
AT3G30885	0	0	0	0	0	0
AT3G31005	0	0	0	0	0	0
AT3G31023	0.04	0.04	0	0	0.03	0.05
AT3G31161	0	0	0	0	0	0
AT3G31300	0	0	0	0	0	0
AT3G31310	0	0	0	0	0	0
AT3G31312	0	0	0	0	0	0
AT3G31314	0	0	0	0	0	0
AT3G31317	0	0	0.03	0	0	0
AT3G31320	0	0	0	0	0	0
AT3G31330	0	0	0	0	0	0
AT3G31340	0	0	0	0	0	0
AT3G31350	0	0	0	0	0	0
AT3G31355	0	0	0	0	0	0
AT3G31356	0	0	0	0	0	0
AT3G31357	0	0	0	0	0	0
AT3G31358	0	0	0	0	0	0
AT3G31359	0	0	0	0	0	0
AT3G31360	0	0	0	0	0	0
AT3G31365	0	0	0	0	0	0
AT3G31367	0	0	0	0	0	0
AT3G31370	0	0	0	0	0	0
AT3G31373	0	0	0	0	0	0
AT3G31374	0	0	0	0	0	0
AT3G31375	0	0	0	0	0	0
AT3G31377	0	0	0	0	0	0
AT3G31380	0	0	0	0	0	0
AT3G31390	0	0	0.11	0	0.07	0
AT3G31395	0	0	0	0	0	0
AT3G31402	0	0	0	0	0	0
AT3G31403	0	0	0	0	0.05	0
AT3G31406	0	0	0	0	0	0.2
AT3G31410	0	0	0	0	0	0
AT3G31420	0	0	0	0	0	0
AT3G31422	0	0	0	0	0	0
AT3G31425	0	0	0	0	0	0
AT3G31430	0	0	0	0	0	0
AT3G31440	0	0	0	0	0	0
AT3G31442	0	0	0	0	0	0
AT3G31450	0	0	0	0	0	0
AT3G31460	0	0.22	0	0	0	0
AT3G31470	0.06	0	0	0	0.05	0
AT3G31475	0	0	0	0	0	0
AT3G31490	0	0	0	0	0	0.02
AT3G31500	0	0	0	0	0	0
AT3G31510	0	0	0	0	0.04	0
AT3G31530	0.02	0	0	0	0	0
AT3G31540	0	0	0	0	0	0
AT3G31550	0	0	0	0	0	0
AT3G31560	0	0	0	0	0	0
AT3G31630	0	0	0	0	0	0.01
AT3G31720	0	0	0	0	0	0.04
AT3G31810	0	0	0	0	0	0
AT3G31900	0	0	0	0	0	0
AT3G31902	0	0	0	0	0	0
AT3G31903	0	0	0	0	0	0
AT3G31904	0.02	0	0	0	0	0
AT3G31905	0	0	0	0	0	0
AT3G31906	0	0	0	0	0	0
AT3G31908	0	0	0	0	0	0
AT3G31909	0	0	0	0	0	0
AT3G31910	0	0	0	0	0	0
AT3G31915	0	0	0	0	0	0
AT3G31920	0	0	0	0	0	0
AT3G31925	0	0	0	0	0	0
AT3G31930	0	0	0	0	0	0
AT3G31935	0	0	0	0	0	0
AT3G31940	0	0	0	0	0	0
AT3G31945	0	0	0	0	0	0
AT3G31950	0	0	0	0	0	0
AT3G31955	0	0	0	0	0	0
AT3G31960	0	0	0	0	0	0
AT3G31970	0	0	0	0	0	0.02
AT3G31980	0	0	0	0	0	0
AT3G31990	0	0	0	0	0	0
AT3G31993	0	0	0	0	0	0
AT3G31996	0	0	0	0	0	0
AT3G32000	0	0	0	0	0	0
AT3G32010	0	0	0	0	0	0.05
AT3G32020	0	0	0	0	0	0
AT3G32021	0	0	0	0	0	0
AT3G32022	0.03	0	0	0	0	0
AT3G32023	0	0	0	0	0	0
AT3G32024	0	0	0	0	0	0
AT3G32026	0	0	0	0	0	0
AT3G32027	0	0	0	0	0	0
AT3G32028	0	0	0	0	0	0
AT3G32029	0	0	0	0	0	0
AT3G32030	0	0.06	0	0	0	0.04
AT3G32031	0	0	0	0	0.1	0
AT3G32032	0	0	0.09	0	0	0
AT3G32033	0.1	0	0	0	0	0
AT3G32035	0	0	0	0	0	0
AT3G32040	0	0	0	0	0	0
AT3G32043	0	0	0	0	0.04	0
AT3G32047	0	0.08	0	0	0	0
AT3G32050	0	0	0	0	0	0
AT3G32060	0	0	0	0	0	0
AT3G32070	0	0	0	0	0	0
AT3G32080	0	0	0.14	0	0	0
AT3G32090	0	0	0	0	0	0
AT3G32091	0	0	0	0	0	0
AT3G32092	0	0	0	0	0	0
AT3G32093	0	0	0	0	0	0
AT3G32095	0	0	0	0	0	0
AT3G32110	0	0	0	0	0.02	0
AT3G32112	0	0	0	0	0	0
AT3G32115	0.03	0	0	0	0	0
AT3G32116	0	0	0	0	0	0
AT3G32118	0	0	0	0	0	0
AT3G32130	0	0	0	0	0	0
AT3G32135	0	0	0.07	0	0	0
AT3G32140	0	0	0	0	0	0
AT3G32150	0	0	0	0	0	0
AT3G32160	0	0	0	0	0	0
AT3G32164	0	0	0	0	0.04	0
AT3G32168	0	0	0	0	0	0
AT3G32172	0	0	0	0	0	0
AT3G32176	0	0	0	0	0	0
AT3G32180	0	0	0	0	0	0
AT3G32190	0	0	0	0	0.1	0
AT3G32195	0	0	0	0	0.02	0.05
AT3G32200	0	0	0	0	0	0
AT3G32205	0	0	0	0	0	0
AT3G32210	0	0	0	0	0	0
AT3G32220	0	0	0	0	0	0
AT3G32223	0	0	0	0	0	0.02
AT3G32226	0	0	0	0	0	0
AT3G32230	0	0	0	0	0	0
AT3G32240	0	0	0	0	0	0
AT3G32250	0	0	0	0	0	0
AT3G32260	0	0	0	0	0	0
AT3G32270	0	0	0	0	0	0
AT3G32275	0	0	0	0	0	0
AT3G32280	0	0	0	0	0	0
AT3G32290	0	0	0	0	0	0
AT3G32295	0	0	0	0	0	0
AT3G32300	0	0	0	0	0	0
AT3G32305	0	0	0	0	0	0
AT3G32310	0	0	0	0	0	0
AT3G32313	0	0	0	0	0	0
AT3G32316	0	0	0	0	0	0
AT3G32320	0	0.03	0	0	0	0.02
AT3G32330	0	0	0	0	0	0
AT3G32340	0	0	0	0	0	0
AT3G32360	0	0	0	0	0	0
AT3G32370	0	0	0	0	0	0
AT3G32371	0	0	0	0	0	0
AT3G32373	0	0	0	0	0.04	0
AT3G32375	0	0	0	0	0	0
AT3G32377	0.24	0.13	0	0	0.2	0.25
AT3G32380	0	0	0	0	0	0
AT3G32383	0	0	0	0	0	0
AT3G32385	0	0	0	0	0	0
AT3G32387	0	0	0	0	0	0
AT3G32389	0.03	0	0	0	0	0
AT3G32391	0	0	0	0	0	0
AT3G32393	0	0	0	0	0.02	0.01
AT3G32394	0	0	0	0	0	0
AT3G32395	0	0	0	0	0	0
AT3G32397	0	0	0	0	0	0
AT3G32400	0.1	0.2	0	0	0.24	0.13
AT3G32405	0	0	0	0	0.02	0
AT3G32410	0	0	0	0	0	0
AT3G32415	0	0	0	0	0	0
AT3G32420	0	0	0	0	0	0
AT3G32425	0	0	0	0	0.03	0
AT3G32435	0	0	0	0	0	0
AT3G32445	0	0	0	0	0	0
AT3G32455	0	0	0	0	0.09	0
AT3G32465	0	0	0	0	0	0
AT3G32475	0	0	0	0	0	0
AT3G32677	0	0	0	0	0	0
AT3G32880	0	0	0.1	0	0.07	0
AT3G32890	0	0.05	0	0	0	0
AT3G32893	0	0	0	0	0	0
AT3G32894	0	0	0	0	0	0
AT3G32895	0	0	0	0	0	0
AT3G32896	0	0	0	0	0	0
AT3G32897	0	0	0	0	0	0
AT3G32898	0	0	0	0	0	0
AT3G32899	0	0	0	0	0	0
AT3G32900	0	0	0	0	0	0
AT3G32901	0	0	0	0	0	0
AT3G32902	0	0	0	0	0	0
AT3G32903	0	0	0	0	0	0
AT3G32904	0	0	0	0	0	0
AT3G32910	0	0	0	0	0	0
AT3G32912	0	0	0	0	0	0
AT3G32914	0	0	0	0	0	0
AT3G32917	0	0	0	0	0	0
AT3G32920	0.08	0.28	0	0	0.81	1.03
AT3G32925	0.3	0.79	0	0	0.93	1.39
AT3G32930	45.5	59.45	88.54	54.6	85.29	95.32
AT3G32940	5.48	5.29	5.44	2.78	7.38	8.38
AT3G32950	0	0	0	0	0	0
AT3G32960	0	0	0	0	0	0
AT3G32962	0	0	0	0	0	0
AT3G32964	0	0	0.04	0	0	0
AT3G32966	0	0	0	0	0	0
AT3G32968	0	0	0	0	0	0
AT3G32970	0	0	0	0	0.1	0
AT3G32975	0	0	0.05	0	0	0
AT3G32980	1.39	3.42	7.52	3.12	1.8	3.32
AT3G32990	0	0	0	0	0.04	0
AT3G33000	0.18	0	0.64	0	0	0.24
AT3G33002	0.21	0	0.25	0	0.49	0.14
AT3G33004	0.05	0	0	0	0	0
AT3G33005	0	0	0	0	0	0
AT3G33006	0	0	0	0	0.04	0
AT3G33008	0	0	0	0	0	0
AT3G33009	0	0	0	0	0	0
AT3G33010	0	0	0	0	0.03	0
AT3G33011	0	0	0	0	0	0
AT3G33025	0	0	0	0	0	0
AT3G33030	0	0	0	0	0	0
AT3G33035	0	0	0	0	0	0
AT3G33045	0	0	0	0	0	0
AT3G33055	0	0	0	0	0	0
AT3G33058	0	0	0	0	0.02	0
AT3G33064	0	0	0	0	0	0
AT3G33065	0	0	0	0	0	0
AT3G33066	0	0.03	0	0	0	0.02
AT3G33067	0	0	0	0.1	0	0
AT3G33069	0	0	0	0	0	0.03
AT3G33070	0	0	0	0	0	0
AT3G33071	0	0	0	0	0.04	0
AT3G33072	0	0	0	0	0	0
AT3G33073	0	0	0	0	0	0
AT3G33074	0	0	0	0	0	0
AT3G33075	0	0	0	0	0	0
AT3G33076	0.03	0	0	0	0	0
AT3G33077	0	0	0	0	0.07	0
AT3G33079	0	0	0	0	0	0
AT3G33080	0	0	0	0	0	0
AT3G33081	0	0	0.16	0	0	0
AT3G33082	0	0	0	0	0	0
AT3G33083	0	0	0	0	0	0
AT3G33084	0	0	0.06	0	0	0
AT3G33085	0.13	0	0	0	0	0
AT3G33091	0	0	0	0	0	0
AT3G33094	0	0	0	0	0	0
AT3G33097	0	0	0	0	0	0
AT3G33100	0	0	0	0	0	0
AT3G33103	0.35	0	0	0	0	0
AT3G33106	0	0	0	0	0	0
AT3G33109	0	0	0	0	0	0
AT3G33112	0	0	0	0	0.04	0
AT3G33115	0	0	0	0	0	0.02
AT3G33118	0	0	0	0	0	0
AT3G33121	0	0	0	0	0	0
AT3G33124	0	0	0	0	0	0
AT3G33127	0	0	0	0	0	0
AT3G33130	0	0	0.04	0	0	0
